Caso;s1;s2;Tiempo (microsegundos);Respuesta
14;efgh;ijkl;2;8
14;efgh;ijkl;2;8
14;efgh;ijkl;2;8
14;efgh;ijkl;2;8
14;efgh;ijkl;2;8
14;efgh;ijkl;2;8
14;efgh;ijkl;2;8
14;efgh;ijkl;2;8
14;efgh;ijkl;2;8
14;efgh;ijkl;2;8
15;mnop;qrst;2;8
15;mnop;qrst;2;8
15;mnop;qrst;2;8
15;mnop;qrst;2;8
15;mnop;qrst;2;8
15;mnop;qrst;2;8
15;mnop;qrst;2;8
15;mnop;qrst;2;8
15;mnop;qrst;2;8
15;mnop;qrst;2;8
16;abcd;efghij;3;10
16;abcd;efghij;4;10
16;abcd;efghij;3;10
16;abcd;efghij;3;10
16;abcd;efghij;3;10
16;abcd;efghij;3;10
16;abcd;efghij;3;10
16;abcd;efghij;3;10
16;abcd;efghij;3;10
16;abcd;efghij;3;10
17;ijklmnopqrst;uvw;5;15
17;ijklmnopqrst;uvw;5;15
17;ijklmnopqrst;uvw;11;15
17;ijklmnopqrst;uvw;10;15
17;ijklmnopqrst;uvw;10;15
17;ijklmnopqrst;uvw;10;15
17;ijklmnopqrst;uvw;10;15
17;ijklmnopqrst;uvw;10;15
17;ijklmnopqrst;uvw;10;15
17;ijklmnopqrst;uvw;10;15
18;yzab;efghij;7;10
18;yzab;efghij;7;10
18;yzab;efghij;7;10
18;yzab;efghij;7;10
18;yzab;efghij;7;10
18;yzab;efghij;7;10
18;yzab;efghij;7;10
18;yzab;efghij;7;10
18;yzab;efghij;7;10
18;yzab;efghij;7;10
19;mnopq;rstuv;7;10
19;mnopq;rstuv;7;10
19;mnopq;rstuv;7;10
19;mnopq;rstuv;7;10
19;mnopq;rstuv;7;10
19;mnopq;rstuv;7;10
19;mnopq;rstuv;7;10
19;mnopq;rstuv;7;10
19;mnopq;rstuv;7;10
19;mnopq;rstuv;7;10
20;ijklmnopqrst;uvwx;13;16
20;ijklmnopqrst;uvwx;13;16
20;ijklmnopqrst;uvwx;13;16
20;ijklmnopqrst;uvwx;13;16
20;ijklmnopqrst;uvwx;13;16
20;ijklmnopqrst;uvwx;13;16
20;ijklmnopqrst;uvwx;13;16
20;ijklmnopqrst;uvwx;13;16
20;ijklmnopqrst;uvwx;13;16
20;ijklmnopqrst;uvwx;13;16
21;abcd;efghijkl;9;12
21;abcd;efghijkl;9;12
21;abcd;efghijkl;9;12
21;abcd;efghijkl;9;12
21;abcd;efghijkl;9;12
21;abcd;efghijkl;9;12
21;abcd;efghijkl;9;12
21;abcd;efghijkl;9;12
21;abcd;efghijkl;9;12
21;abcd;efghijkl;9;12
22;yzab;ijklmn;7;10
22;yzab;ijklmn;7;10
22;yzab;ijklmn;7;10
22;yzab;ijklmn;7;10
22;yzab;ijklmn;7;10
22;yzab;ijklmn;7;10
22;yzab;ijklmn;7;10
22;yzab;ijklmn;7;10
22;yzab;ijklmn;7;10
22;yzab;ijklmn;7;10
23;wxyz;abcdab;7;10
23;wxyz;abcdab;7;10
23;wxyz;abcdab;7;10
23;wxyz;abcdab;7;10
23;wxyz;abcdab;7;10
23;wxyz;abcdab;7;10
23;wxyz;abcdab;7;10
23;wxyz;abcdab;7;10
23;wxyz;abcdab;7;10
23;wxyz;abcdab;7;10
24;ijklmnopqrst;uvwx;13;16
24;ijklmnopqrst;uvwx;13;16
24;ijklmnopqrst;uvwx;13;16
24;ijklmnopqrst;uvwx;13;16
24;ijklmnopqrst;uvwx;13;16
24;ijklmnopqrst;uvwx;13;16
24;ijklmnopqrst;uvwx;13;16
24;ijklmnopqrst;uvwx;13;16
24;ijklmnopqrst;uvwx;13;16
24;ijklmnopqrst;uvwx;13;16
25;yzab;efghijkl;9;12
25;yzab;efghijkl;9;12
25;yzab;efghijkl;9;12
25;yzab;efghijkl;8;12
25;yzab;efghijkl;8;12
25;yzab;efghijkl;7;12
25;yzab;efghijkl;7;12
25;yzab;efghijkl;7;12
25;yzab;efghijkl;7;12
25;yzab;efghijkl;7;12
26;abcd;efghijklmnop;11;16
26;abcd;efghijklmnop;11;16
26;abcd;efghijklmnop;11;16
26;abcd;efghijklmnop;11;16
26;abcd;efghijklmnop;12;16
26;abcd;efghijklmnop;10;16
26;abcd;efghijklmnop;10;16
26;abcd;efghijklmnop;10;16
26;abcd;efghijklmnop;10;16
26;abcd;efghijklmnop;10;16
27;mnopq;rstuvwx;7;12
27;mnopq;rstuvwx;7;12
27;mnopq;rstuvwx;7;12
27;mnopq;rstuvwx;7;12
27;mnopq;rstuvwx;7;12
27;mnopq;rstuvwx;7;12
27;mnopq;rstuvwx;7;12
27;mnopq;rstuvwx;7;12
27;mnopq;rstuvwx;7;12
27;mnopq;rstuvwx;7;12
28;yzab;efghijklmnop;10;16
28;yzab;efghijklmnop;10;16
28;yzab;efghijklmnop;10;16
28;yzab;efghijklmnop;10;16
28;yzab;efghijklmnop;10;16
28;yzab;efghijklmnop;10;16
28;yzab;efghijklmnop;10;16
28;yzab;efghijklmnop;10;16
28;yzab;efghijklmnop;10;16
28;yzab;efghijklmnop;10;16
29;ijklmnopq;rstuvwx;13;16
29;ijklmnopq;rstuvwx;13;16
29;ijklmnopq;rstuvwx;13;16
29;ijklmnopq;rstuvwx;13;16
29;ijklmnopq;rstuvwx;13;16
29;ijklmnopq;rstuvwx;13;16
29;ijklmnopq;rstuvwx;13;16
29;ijklmnopq;rstuvwx;13;16
29;ijklmnopq;rstuvwx;13;16
29;ijklmnopq;rstuvwx;13;16
30;abcd;efghijklmnopqrst;13;20
30;abcd;efghijklmnopqrst;13;20
30;abcd;efghijklmnopqrst;13;20
30;abcd;efghijklmnopqrst;13;20
30;abcd;efghijklmnopqrst;13;20
30;abcd;efghijklmnopqrst;13;20
30;abcd;efghijklmnopqrst;13;20
30;abcd;efghijklmnopqrst;13;20
30;abcd;efghijklmnopqrst;13;20
30;abcd;efghijklmnopqrst;13;20
31;abcdef;abc;3;3
31;abcdef;abc;2;3
31;abcdef;abc;2;3
31;abcdef;abc;3;3
31;abcdef;abc;2;3
31;abcdef;abc;2;3
31;abcdef;abc;2;3
31;abcdef;abc;2;3
31;abcdef;abc;2;3
31;abcdef;abc;2;3
32;ijklmnop;abcde;8;13
32;ijklmnop;abcde;8;13
32;ijklmnop;abcde;8;13
32;ijklmnop;abcde;8;13
32;ijklmnop;abcde;8;13
32;ijklmnop;abcde;8;13
32;ijklmnop;abcde;8;13
32;ijklmnop;abcde;8;13
32;ijklmnop;abcde;8;13
32;ijklmnop;abcde;8;13
33;abcdxyz;abcd;4;3
33;abcdxyz;abcd;4;3
33;abcdxyz;abcd;4;3
33;abcdxyz;abcd;4;3
33;abcdxyz;abcd;4;3
33;abcdxyz;abcd;4;3
33;abcdxyz;abcd;4;3
33;abcdxyz;abcd;4;3
33;abcdxyz;abcd;4;3
33;abcdxyz;abcd;4;3
34;efghijkl;mn;3;10
34;efghijkl;mn;3;10
34;efghijkl;mn;3;10
34;efghijkl;mn;3;10
34;efghijkl;mn;3;10
34;efghijkl;mn;3;10
34;efghijkl;mn;3;10
34;efghijkl;mn;3;10
34;efghijkl;mn;3;10
34;efghijkl;mn;3;10
35;mnopqrstu;vwxyz;9;14
35;mnopqrstu;vwxyz;9;14
35;mnopqrstu;vwxyz;9;14
35;mnopqrstu;vwxyz;9;14
35;mnopqrstu;vwxyz;9;14
35;mnopqrstu;vwxyz;9;14
35;mnopqrstu;vwxyz;9;14
35;mnopqrstu;vwxyz;9;14
35;mnopqrstu;vwxyz;9;14
35;mnopqrstu;vwxyz;9;14
36;abcdefghijk;lmno;9;15
36;abcdefghijk;lmno;9;15
36;abcdefghijk;lmno;9;15
36;abcdefghijk;lmno;10;15
36;abcdefghijk;lmno;10;15
36;abcdefghijk;lmno;10;15
36;abcdefghijk;lmno;10;15
36;abcdefghijk;lmno;10;15
36;abcdefghijk;lmno;10;15
36;abcdefghijk;lmno;10;15
37;pqrstuvwxyz;abc;8;14
37;pqrstuvwxyz;abc;8;14
37;pqrstuvwxyz;abc;8;14
37;pqrstuvwxyz;abc;8;14
37;pqrstuvwxyz;abc;8;14
37;pqrstuvwxyz;abc;8;14
37;pqrstuvwxyz;abc;8;14
37;pqrstuvwxyz;abc;8;14
37;pqrstuvwxyz;abc;8;14
37;pqrstuvwxyz;abc;8;14
38;abcd;efgh;4;8
38;abcd;efgh;4;8
38;abcd;efgh;4;8
38;abcd;efgh;4;8
38;abcd;efgh;4;8
38;abcd;efgh;4;8
38;abcd;efgh;4;8
38;abcd;efgh;4;8
38;abcd;efgh;4;8
38;abcd;efgh;4;8
39;ijklmnopqrst;uvwx;11;16
39;ijklmnopqrst;uvwx;11;16
39;ijklmnopqrst;uvwx;11;16
39;ijklmnopqrst;uvwx;11;16
39;ijklmnopqrst;uvwx;11;16
39;ijklmnopqrst;uvwx;11;16
39;ijklmnopqrst;uvwx;11;16
39;ijklmnopqrst;uvwx;11;16
39;ijklmnopqrst;uvwx;11;16
39;ijklmnopqrst;uvwx;11;16
40;abcdabcd;abcd;0;4
40;abcdabcd;abcd;0;4
40;abcdabcd;abcd;0;4
40;abcdabcd;abcd;0;4
40;abcdabcd;abcd;0;4
40;abcdabcd;abcd;0;4
40;abcdabcd;abcd;0;4
40;abcdabcd;abcd;0;4
40;abcdabcd;abcd;0;4
40;abcdabcd;abcd;0;4
41;wxyzabcd;abcd;0;4
41;wxyzabcd;abcd;0;4
41;wxyzabcd;abcd;0;4
41;wxyzabcd;abcd;0;4
41;wxyzabcd;abcd;0;4
41;wxyzabcd;abcd;0;4
41;wxyzabcd;abcd;0;4
41;wxyzabcd;abcd;0;4
41;wxyzabcd;abcd;0;4
41;wxyzabcd;abcd;0;4
42;mnopqr;abcde;7;11
42;mnopqr;abcde;7;11
42;mnopqr;abcde;7;11
42;mnopqr;abcde;7;11
42;mnopqr;abcde;7;11
42;mnopqr;abcde;7;11
42;mnopqr;abcde;7;11
42;mnopqr;abcde;7;11
42;mnopqr;abcde;7;11
42;mnopqr;abcde;7;11
43;ijklmnopqrst;uvwxy;14;17
43;ijklmnopqrst;uvwxy;14;17
43;ijklmnopqrst;uvwxy;14;17
43;ijklmnopqrst;uvwxy;14;17
43;ijklmnopqrst;uvwxy;14;17
43;ijklmnopqrst;uvwxy;14;17
43;ijklmnopqrst;uvwxy;14;17
43;ijklmnopqrst;uvwxy;14;17
43;ijklmnopqrst;uvwxy;14;17
43;ijklmnopqrst;uvwxy;14;17
44;abcde;abc;2;2
44;abcde;abc;2;2
44;abcde;abc;2;2
44;abcde;abc;2;2
44;abcde;abc;2;2
44;abcde;abc;2;2
44;abcde;abc;2;2
44;abcde;abc;2;2
44;abcde;abc;2;2
44;abcde;abc;2;2
45;mnopqrstu;vwxyz;11;14
45;mnopqrstu;vwxyz;10;14
45;mnopqrstu;vwxyz;10;14
45;mnopqrstu;vwxyz;11;14
45;mnopqrstu;vwxyz;11;14
45;mnopqrstu;vwxyz;11;14
45;mnopqrstu;vwxyz;11;14
45;mnopqrstu;vwxyz;11;14
45;mnopqrstu;vwxyz;11;14
45;mnopqrstu;vwxyz;11;14
46;abcdeabcd;abc;2;6
46;abcdeabcd;abc;2;6
46;abcdeabcd;abc;2;6
46;abcdeabcd;abc;2;6
46;abcdeabcd;abc;2;6
46;abcdeabcd;abc;2;6
46;abcdeabcd;abc;2;6
46;abcdeabcd;abc;2;6
46;abcdeabcd;abc;2;6
46;abcdeabcd;abc;2;6
47;ijklmnopqrst;uvwx;11;16
47;ijklmnopqrst;uvwx;11;16
47;ijklmnopqrst;uvwx;11;16
47;ijklmnopqrst;uvwx;11;16
47;ijklmnopqrst;uvwx;11;16
47;ijklmnopqrst;uvwx;11;16
47;ijklmnopqrst;uvwx;11;16
47;ijklmnopqrst;uvwx;11;16
47;ijklmnopqrst;uvwx;11;16
47;ijklmnopqrst;uvwx;11;16
48;wxyzabcde;abc;2;6
48;wxyzabcde;abc;2;6
48;wxyzabcde;abc;2;6
48;wxyzabcde;abc;2;6
48;wxyzabcde;abc;2;6
48;wxyzabcde;abc;2;6
48;wxyzabcde;abc;2;6
48;wxyzabcde;abc;2;6
48;wxyzabcde;abc;2;6
48;wxyzabcde;abc;2;6
49;abcdabca;abcd;5;4
49;abcdabca;abcd;5;4
49;abcdabca;abcd;5;4
49;abcdabca;abcd;5;4
49;abcdabca;abcd;5;4
49;abcdabca;abcd;5;4
49;abcdabca;abcd;5;4
49;abcdabca;abcd;5;4
49;abcdabca;abcd;5;4
49;abcdabca;abcd;5;4
50;mnopqrs;abc;5;10
50;mnopqrs;abc;5;10
50;mnopqrs;abc;5;10
50;mnopqrs;abc;5;10
50;mnopqrs;abc;5;10
50;mnopqrs;abc;5;10
50;mnopqrs;abc;5;10
50;mnopqrs;abc;5;10
50;mnopqrs;abc;5;10
50;mnopqrs;abc;5;10
51;abcdef;abcedf;4;1
51;abcdef;abcedf;4;1
51;abcdef;abcedf;4;1
51;abcdef;abcedf;4;1
51;abcdef;abcedf;4;1
51;abcdef;abcedf;4;1
51;abcdef;abcedf;4;1
51;abcdef;abcedf;4;1
51;abcdef;abcedf;4;1
51;abcdef;abcedf;4;1
52;abcdefg;abcedfg;4;1
52;abcdefg;abcedfg;4;1
52;abcdefg;abcedfg;4;1
52;abcdefg;abcedfg;4;1
52;abcdefg;abcedfg;4;1
52;abcdefg;abcedfg;4;1
52;abcdefg;abcedfg;4;1
52;abcdefg;abcedfg;4;1
52;abcdefg;abcedfg;4;1
52;abcdefg;abcedfg;4;1
53;acbd;abdc;2;2
53;acbd;abdc;2;2
53;acbd;abdc;2;2
53;acbd;abdc;2;2
53;acbd;abdc;2;2
53;acbd;abdc;2;2
53;acbd;abdc;2;2
53;acbd;abdc;2;2
53;acbd;abdc;2;2
53;acbd;abdc;2;2
54;fgacef;fgaecf;4;1
54;fgacef;fgaecf;4;1
54;fgacef;fgaecf;4;1
54;fgacef;fgaecf;4;1
54;fgacef;fgaecf;4;1
54;fgacef;fgaecf;4;1
54;fgacef;fgaecf;4;1
54;fgacef;fgaecf;4;1
54;fgacef;fgaecf;4;1
54;fgacef;fgaecf;4;1
55;hello;helo;1;1
55;hello;helo;1;1
55;hello;helo;1;1
55;hello;helo;1;1
55;hello;helo;1;1
55;hello;helo;1;1
55;hello;helo;1;1
55;hello;helo;1;1
55;hello;helo;1;1
55;hello;helo;1;1
56;laptop;atplop;4;3
56;laptop;atplop;4;3
56;laptop;atplop;3;3
56;laptop;atplop;3;3
56;laptop;atplop;3;3
56;laptop;atplop;3;3
56;laptop;atplop;3;3
56;laptop;atplop;3;3
56;laptop;atplop;3;3
56;laptop;atplop;3;3
57;apple;apelp;5;3
57;apple;apelp;5;3
57;apple;apelp;5;3
57;apple;apelp;5;3
57;apple;apelp;5;3
57;apple;apelp;4;3
57;apple;apelp;5;3
57;apple;apelp;5;3
57;apple;apelp;4;3
57;apple;apelp;5;3
58;dogcat;dcoagt;4;4
58;dogcat;dcoagt;4;4
58;dogcat;dcoagt;4;4
58;dogcat;dcoagt;4;4
58;dogcat;dcoagt;4;4
58;dogcat;dcoagt;4;4
58;dogcat;dcoagt;4;4
58;dogcat;dcoagt;4;4
58;dogcat;dcoagt;4;4
58;dogcat;dcoagt;4;4
59;carrot;crtaro;6;4
59;carrot;crtaro;6;4
59;carrot;crtaro;5;4
59;carrot;crtaro;5;4
59;carrot;crtaro;5;4
59;carrot;crtaro;5;4
59;carrot;crtaro;5;4
59;carrot;crtaro;5;4
59;carrot;crtaro;5;4
59;carrot;crtaro;5;4
60;bricks;brciks;2;1
60;bricks;brciks;2;1
60;bricks;brciks;2;1
60;bricks;brciks;2;1
60;bricks;brciks;2;1
60;bricks;brciks;2;1
60;bricks;brciks;2;1
60;bricks;brciks;2;1
60;bricks;brciks;2;1
60;bricks;brciks;2;1
61;sumemr;summer;3;1
61;sumemr;summer;3;1
61;sumemr;summer;3;1
61;sumemr;summer;3;1
61;sumemr;summer;3;1
61;sumemr;summer;3;1
61;sumemr;summer;3;1
61;sumemr;summer;3;1
61;sumemr;summer;3;1
61;sumemr;summer;3;1
62;brave;barve;1;1
62;brave;barve;1;1
62;brave;barve;1;1
62;brave;barve;1;1
62;brave;barve;1;1
62;brave;barve;1;1
62;brave;barve;1;1
62;brave;barve;1;1
62;brave;barve;1;1
62;brave;barve;1;1
63;batman;bmatan;2;2
63;batman;bmatan;2;2
63;batman;bmatan;2;2
63;batman;bmatan;2;2
63;batman;bmatan;2;2
63;batman;bmatan;2;2
63;batman;bmatan;2;2
63;batman;bmatan;2;2
63;batman;bmatan;2;2
63;batman;bmatan;2;2
64;circle;cilcer;5;3
64;circle;cilcer;5;3
64;circle;cilcer;5;3
64;circle;cilcer;5;3
64;circle;cilcer;5;3
64;circle;cilcer;5;3
64;circle;cilcer;5;3
64;circle;cilcer;5;3
64;circle;cilcer;5;3
64;circle;cilcer;5;3
65;shine;shien;4;1
65;shine;shien;3;1
65;shine;shien;4;1
65;shine;shien;3;1
65;shine;shien;3;1
65;shine;shien;3;1
65;shine;shien;3;1
65;shine;shien;3;1
65;shine;shien;3;1
65;shine;shien;3;1
66;smiles;simles;1;1
66;smiles;simles;1;1
66;smiles;simles;1;1
66;smiles;simles;1;1
66;smiles;simles;1;1
66;smiles;simles;1;1
66;smiles;simles;1;1
66;smiles;simles;1;1
66;smiles;simles;1;1
66;smiles;simles;1;1
67;wrong;wrnog;2;1
67;wrong;wrnog;2;1
67;wrong;wrnog;2;1
67;wrong;wrnog;2;1
67;wrong;wrnog;2;1
67;wrong;wrnog;2;1
67;wrong;wrnog;2;1
67;wrong;wrnog;2;1
67;wrong;wrnog;2;1
67;wrong;wrnog;2;1
68;cucumber;cucebmr;8;4
68;cucumber;cucebmr;7;4
68;cucumber;cucebmr;7;4
68;cucumber;cucebmr;7;4
68;cucumber;cucebmr;7;4
68;cucumber;cucebmr;7;4
68;cucumber;cucebmr;7;4
68;cucumber;cucebmr;7;4
68;cucumber;cucebmr;7;4
68;cucumber;cucebmr;7;4
69;pineapple;peinaple;4;3
69;pineapple;peinaple;4;3
69;pineapple;peinaple;4;3
69;pineapple;peinaple;4;3
69;pineapple;peinaple;4;3
69;pineapple;peinaple;4;3
69;pineapple;peinaple;4;3
69;pineapple;peinaple;4;3
69;pineapple;peinaple;4;3
69;pineapple;peinaple;4;3
70;dishes;desihs;4;3
70;dishes;desihs;4;3
70;dishes;desihs;4;3
70;dishes;desihs;4;3
70;dishes;desihs;4;3
70;dishes;desihs;4;3
70;dishes;desihs;4;3
70;dishes;desihs;4;3
70;dishes;desihs;4;3
70;dishes;desihs;4;3
71;abecedario;abolladura;19;11
71;abecedario;abolladura;19;11
71;abecedario;abolladura;19;11
71;abecedario;abolladura;19;11
71;abecedario;abolladura;19;11
71;abecedario;abolladura;19;11
71;abecedario;abolladura;19;11
71;abecedario;abolladura;19;11
71;abecedario;abolladura;19;11
71;abecedario;abolladura;19;11
72;accionista;accion;8;4
72;accionista;accion;8;4
72;accionista;accion;8;4
72;accionista;accion;8;4
72;accionista;accion;8;4
72;accionista;accion;8;4
72;accionista;accion;8;4
72;accionista;accion;8;4
72;accionista;accion;8;4
72;accionista;accion;8;4
73;arqueologo;arqueoligia;21;5
73;arqueologo;arqueoligia;21;5
73;arqueologo;arqueoligia;21;5
73;arqueologo;arqueoligia;21;5
73;arqueologo;arqueoligia;21;5
73;arqueologo;arqueoligia;21;5
73;arqueologo;arqueoligia;16;5
73;arqueologo;arqueoligia;15;5
73;arqueologo;arqueoligia;15;5
73;arqueologo;arqueoligia;15;5
74;presidente;transporte;9;12
74;presidente;transporte;9;12
74;presidente;transporte;9;12
74;presidente;transporte;13;12
74;presidente;transporte;12;12
74;presidente;transporte;12;12
74;presidente;transporte;12;12
74;presidente;transporte;12;12
74;presidente;transporte;12;12
74;presidente;transporte;12;12
75;intention;execution;5;8
75;intention;execution;5;8
75;intention;execution;5;8
75;intention;execution;5;8
75;intention;execution;5;8
75;intention;execution;5;8
75;intention;execution;5;8
75;intention;execution;5;8
75;intention;execution;5;8
75;intention;execution;5;8
76;algoritmo;complejidad;20;16
76;algoritmo;complejidad;20;16
76;algoritmo;complejidad;20;16
76;algoritmo;complejidad;20;16
76;algoritmo;complejidad;20;16
76;algoritmo;complejidad;20;16
76;algoritmo;complejidad;20;16
76;algoritmo;complejidad;20;16
76;algoritmo;complejidad;20;16
76;algoritmo;complejidad;20;16
77;informatica;telematica;5;9
77;informatica;telematica;4;9
77;informatica;telematica;4;9
77;informatica;telematica;4;9
77;informatica;telematica;4;9
77;informatica;telematica;4;9
77;informatica;telematica;4;9
77;informatica;telematica;4;9
77;informatica;telematica;4;9
77;informatica;telematica;4;9
78;computador;telefono;15;14
78;computador;telefono;15;14
78;computador;telefono;15;14
78;computador;telefono;15;14
78;computador;telefono;15;14
78;computador;telefono;15;14
78;computador;telefono;14;14
78;computador;telefono;15;14
78;computador;telefono;14;14
78;computador;telefono;15;14
79;television;calculadora;22;17
79;television;calculadora;23;17
79;television;calculadora;23;17
79;television;calculadora;23;17
79;television;calculadora;23;17
79;television;calculadora;23;17
79;television;calculadora;22;17
79;television;calculadora;23;17
79;television;calculadora;22;17
79;television;calculadora;23;17
80;pantalla;monitor;12;11
80;pantalla;monitor;11;11
80;pantalla;monitor;11;11
80;pantalla;monitor;11;11
80;pantalla;monitor;11;11
80;pantalla;monitor;12;11
80;pantalla;monitor;12;11
80;pantalla;monitor;11;11
80;pantalla;monitor;11;11
80;pantalla;monitor;11;11
81;ventana;planta;4;7
81;ventana;planta;4;7
81;ventana;planta;4;7
81;ventana;planta;4;7
81;ventana;planta;4;7
81;ventana;planta;4;7
81;ventana;planta;4;7
81;ventana;planta;4;7
81;ventana;planta;4;7
81;ventana;planta;4;7
82;camion;camaleon;5;4
82;camion;camaleon;5;4
82;camion;camaleon;5;4
82;camion;camaleon;5;4
82;camion;camaleon;5;4
82;camion;camaleon;5;4
82;camion;camaleon;5;4
82;camion;camaleon;5;4
82;camion;camaleon;5;4
82;camion;camaleon;5;4
83;television;televisor;18;3
83;television;televisor;18;3
83;television;televisor;18;3
83;television;televisor;18;3
83;television;televisor;18;3
83;television;televisor;18;3
83;television;televisor;18;3
83;television;televisor;18;3
83;television;televisor;18;3
83;television;televisor;18;3
84;lampara;lamapra;3;1
84;lampara;lamapra;3;1
84;lampara;lamapra;3;1
84;lampara;lamapra;3;1
84;lampara;lamapra;3;1
84;lampara;lamapra;3;1
84;lampara;lamapra;3;1
84;lampara;lamapra;3;1
84;lampara;lamapra;3;1
84;lampara;lamapra;3;1
85;alegoria;alegria;2;1
85;alegoria;alegria;2;1
85;alegoria;alegria;2;1
85;alegoria;alegria;2;1
85;alegoria;alegria;2;1
85;alegoria;alegria;2;1
85;alegoria;alegria;2;1
85;alegoria;alegria;2;1
85;alegoria;alegria;2;1
85;alegoria;alegria;2;1
